"","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"742",94,"Thursday Jul 19","boxscore","CHC","","STL","W",9,6,NA,"56-38",1,"up 3.0","Duensing","Martinez","Strop","3:29","N",41406,"++++",NA
"743",95,"Friday Jul 20","boxscore","CHC","","STL","L",5,18,NA,"56-39",1,"up 3.0","Flaherty","Lester","","3:54","D",41077,"-",NA
"744",96,"Saturday Jul 21 (1)","boxscore","CHC","","STL","W",7,2,NA,"57-39",1,"up 2.5","Chatwood","Weaver","","3:13","D",41004,"+",NA
"745",97,"Saturday Jul 21 (2)","boxscore","CHC","","STL","L",3,6,NA,"57-40",1,"up 2.5","Tuivailala","Wilson","Norris","3:38","N",41244,"-",NA
"746",98,"Sunday Jul 22","boxscore","CHC","","STL","W",7,2,NA,"58-40",1,"up 3.5","Quintana","Mayers","","3:05","D",39737,"+",NA
"747",99,"Monday Jul 23","boxscore","CHC","","ARI","L",1,7,NA,"58-41",1,"up 2.5","Corbin","Farrell","","2:55","N",40859,"-",NA
"748",100,"Tuesday Jul 24","boxscore","CHC","","ARI","L",1,5,NA,"58-42",1,"up 1.5","Buchholz","Hendricks","","3:13","N",40869,"--",NA
"749",101,"Wednesday Jul 25","boxscore","CHC","","ARI","W",2,1,NA,"59-42",1,"up 2.5","Edwards","McFarland","Strop","2:39","D",35548,"+",NA
"750",102,"Thursday Jul 26","boxscore","CHC","","ARI","W-wo",7,6,NA,"60-42",1,"up 2.5","Butler","Boxberger","","3:22","D",38979,"++",NA
"751",103,"Friday Jul 27","boxscore","CHC","@","STL","L",2,5,NA,"60-43",1,"up 1.5","Weaver","Montgomery","Norris","2:48","N",47169,"-",NA
"752",104,"Saturday Jul 28","boxscore","CHC","@","STL","L",2,6,NA,"60-44",1,"up 0.5","Mikolas","Quintana","","2:41","D",47514,"--",NA
"753",105,"Sunday Jul 29","boxscore","CHC","@","STL","W",5,2,NA,"61-44",1,"up 1.5","Hendricks","Gant","Strop","2:53","N",45553,"+",NA
"754",106,"Tuesday Jul 31","boxscore","CHC","@","PIT","L",4,5,NA,"61-45",1,"Tied","Taillon","Lester","Vazquez","2:38","N",18972,"-",NA
"755",107,"Wednesday Aug 1","boxscore","CHC","@","PIT","W",9,2,NA,"62-45",1,"up 1.0","Hamels","Kingham","","3:31","N",18600,"+",NA
"756",108,"Thursday Aug 2","boxscore","CHC","","SDP","L",1,6,NA,"62-46",1,"up 1.0","Erlin","Chavez","","2:57","N",40714,"-",NA
"757",109,"Friday Aug 3","boxscore","CHC","","SDP","W",5,4,NA,"63-46",1,"up 1.0","Quintana","Ross","Strop","3:06","D",40894,"+",NA
"758",110,"Saturday Aug 4","boxscore","CHC","","SDP","W",5,4,NA,"64-46",1,"up 1.0","Hendricks","Lockett","Strop","2:38","D",40855,"++",NA
"759",111,"Sunday Aug 5","boxscore","CHC","","SDP","L",6,10,NA,"64-47",1,"up 1.0","Stammen","Edwards","","3:29","D",41136,"-",NA
"760",112,"Monday Aug 6","boxscore","CHC","@","KCR","W",3,1,NA,"65-47",1,"up 1.5","Hamels","McCarthy","Strop","2:52","N",32339,"+",NA
"761",113,"Tuesday Aug 7","boxscore","CHC","@","KCR","W",5,0,NA,"66-47",1,"up 2.5","Montgomery","Keller","","2:49","N",27883,"++",NA
"762",114,"Wednesday Aug 8","boxscore","CHC","@","KCR","L",0,9,NA,"66-48",1,"up 1.5","Fillmyer","Quintana","","2:31","N",24294,"-",NA
"763",115,"Friday Aug 10","boxscore","CHC","","WSN","W",3,2,NA,"67-48",1,"up 3.0","Cishek","Solis","Strop","3:10","D",41531,"+",NA
"764",116,"Saturday Aug 11","boxscore","CHC","","WSN","L",4,9,NA,"67-49",1,"up 2.0","Roark","Lester","","3:11","D",41320,"-",NA
"765",117,"Sunday Aug 12","boxscore","CHC","","WSN","W-wo",4,3,NA,"68-49",1,"up 3.0","Wilson","Madson","","2:56","N",36490,"+",NA
"766",118,"Tuesday Aug 14","boxscore","CHC","","MIL","L",0,7,NA,"68-50",1,"up 2.0","Chacin","Quintana","","2:42","D",40441,"-",NA
"767",119,"Wednesday Aug 15","boxscore","CHC","","MIL","W",8,4,NA,"69-50",1,"up 3.0","Hendricks","Guerra","","3:12","D",39619,"+",NA
"768",120,"Thursday Aug 16","boxscore","CHC","@","PIT","W",1,0,NA,"70-50",1,"up 3.5","Lester","Nova","Strop","2:48","N",21783,"++",NA
"769",121,"Friday Aug 17","boxscore","CHC","@","PIT","W",1,0,NA,"71-50",1,"up 4.5","Hamels","Williams","Chavez","2:53","N",24298,"+++",NA
"770",122,"Saturday Aug 18","boxscore","CHC","@","PIT","L",1,3,NA,"71-51",1,"up 4.0","Musgrove","Chatwood","Vazquez","2:40","N",35100,"-",NA
"771",123,"Sunday Aug 19","boxscore","CHC","@","PIT","L-wo",1,2,11,"71-52",1,"up 3.5","Rodriguez","Kintzler","","3:41","D",24283,"--",NA
"772",124,"Tuesday Aug 21","boxscore","CHC","@","DET","L",1,2,NA,"71-53",1,"up 2.5","Zimmermann","Hendricks","Greene","2:45","N",26638,"---",NA
"773",125,"Wednesday Aug 22","boxscore","CHC","@","DET","W",8,2,NA,"72-53",1,"up 2.5","Lester","Liriano","","3:26","N",28286,"+",NA
"774",126,"Thursday Aug 23","boxscore","CHC","","CIN","W",7,1,NA,"73-53",1,"up 3.0","Hamels","DeSclafani","","2:27","N",41130,"++",NA
"775",127,"Friday Aug 24","boxscore","CHC","","CIN","W-wo",3,2,10,"74-53",1,"up 3.0","Chavez","Iglesias","","3:01","D",37760,"+++",NA
"776",128,"Saturday Aug 25","boxscore","CHC","","CIN","W",10,6,NA,"75-53",1,"up 4.0","Quintana","Castillo","","3:26","D",41205,"++++",NA
"777",129,"Sunday Aug 26","boxscore","CHC","","CIN","W",9,0,NA,"76-53",1,"up 4.0","Hendricks","Bailey","","2:36","D",40331,"+++++",NA
"778",130,"Monday Aug 27","boxscore","CHC","","NYM","W",7,4,NA,"77-53",1,"up 4.5","Cishek","Blevins","Chavez","3:15","N",38935,"++++++",NA
"779",131,"Tuesday Aug 28","boxscore","CHC","","NYM","W-wo",2,1,11,"78-53",1,"up 4.5","Chavez","Sewald","","3:41","N",37017,"+++++++",NA
"780",132,"Wednesday Aug 29","boxscore","CHC","","NYM","L",3,10,NA,"78-54",1,"up 4.5","Vargas","Mills","","3:10","D",33386,"-",NA
"781",133,"Thursday Aug 30","boxscore","CHC","@","ATL","W",5,4,NA,"79-54",1,"up 4.5","Kintzler","Foltynewicz","Strop","2:42","N",37603,"+",NA
"782",134,"Friday Aug 31","boxscore","CHC","@","PHI","L-wo",1,2,10,"79-55",1,"up 3.5","Neshek","Cishek","","3:23","N",22556,"-",NA
"783",135,"Saturday Sep 1","boxscore","CHC","@","PHI","W",7,1,NA,"80-55",1,"up 4.5","Hendricks","Eflin","","2:41","N",33040,"+",NA
"784",136,"Sunday Sep 2","boxscore","CHC","@","PHI","W",8,1,NA,"81-55",1,"up 5.0","Lester","Nola","","3:37","D",36517,"++",NA
"785",137,"Monday Sep 3","boxscore","CHC","@","MIL","L-wo",3,4,NA,"81-56",1,"up 4.0","Jeffress","Cishek","","3:13","D",44462,"-",NA
"786",138,"Tuesday Sep 4","boxscore","CHC","@","MIL","L",1,11,NA,"81-57",1,"up 3.0","Miley","Montgomery","","3:20","N",37269,"--",NA
"787",139,"Wednesday Sep 5","boxscore","CHC","@","MIL","W",6,4,NA,"82-57",1,"up 4.0","Quintana","Chacin","Strop","3:14","N",37427,"+",NA
"788",140,"Thursday Sep 6","boxscore","CHC","@","WSN","W",6,4,10,"83-57",1,"up 4.5","Strop","Cordero","Chavez","4:00","N",32070,"++",NA
"789",141,"Saturday Sep 8 (1)","boxscore","CHC","@","WSN","L",3,10,NA,"83-58",1,"up 2.5","Scherzer","Garcia","","2:45","D",NA,"-",NA
"790",142,"Saturday Sep 8 (2)","boxscore","CHC","@","WSN","L",5,6,NA,"83-59",1,"up 2.5","Suero","Wilson","Holland","3:15","D",41346,"--",NA
"791",143,"Monday Sep 10","boxscore","CHC","","MIL","L",2,3,NA,"83-60",1,"up 1.0","Miley","Lester","Jeffress","3:19","N",38471,"---",NA
"792",144,"Tuesday Sep 11","boxscore","CHC","","MIL","W",3,0,NA,"84-60",1,"up 2.0","Quintana","Chacin","Strop","2:54","N",37017,"+",NA
"793",145,"Wednesday Sep 12","boxscore","CHC","","MIL","L",1,5,NA,"84-61",1,"up 1.0","Hader","Hendricks","","3:14","N",40234,"-",NA
"794",146,"Thursday Sep 13","boxscore","CHC","@","WSN","W",4,3,10,"85-61",1,"up 1.5","Strop","Doolittle","Rosario","3:46","D",30173,"+",NA
"795",147,"Friday Sep 14","boxscore","CHC","","CIN","W",3,2,NA,"86-61",1,"up 1.5","Maples","Hernandez","De La Rosa","2:58","N",36468,"++",NA
"796",148,"Saturday Sep 15","boxscore","CHC","","CIN","W",1,0,NA,"87-61",1,"up 2.5","Lester","Romano","Cishek","2:39","D",41196,"+++",NA
"797",149,"Sunday Sep 16","boxscore","CHC","","CIN","L",1,2,NA,"87-62",1,"up 2.5","Castillo","Quintana","Iglesias","2:43","D",41314,"-",NA
"798",150,"Monday Sep 17","boxscore","CHC","@","ARI","W",5,1,NA,"88-62",1,"up 2.5","Hendricks","Corbin","","2:46","N",27662,"+",NA
"799",151,"Tuesday Sep 18","boxscore","CHC","@","ARI","W",9,1,NA,"89-62",1,"up 3.5","Montgomery","Andriese","","3:10","N",26095,"++",NA
"800",152,"Wednesday Sep 19","boxscore","CHC","@","ARI","L",0,9,NA,"89-63",1,"up 2.5","Ray","Hamels","","2:20","N",25715,"-",NA
"801",153,"Friday Sep 21","boxscore","CHC","@","CHW","L",4,10,NA,"89-64",1,"up 1.5","Lopez","Quintana","","3:33","D",34027,"--",NA
"802",154,"Saturday Sep 22","boxscore","CHC","@","CHW","W",8,3,NA,"90-64",1,"up 2.5","Lester","Giolito","","3:25","N",39724,"+",NA
"803",155,"Sunday Sep 23","boxscore","CHC","@","CHW","W",6,1,NA,"91-64",1,"up 2.5","Hendricks","Rodon","","3:08","D",39449,"++",NA
"804",156,"Monday Sep 24","boxscore","CHC","","PIT","L",1,5,NA,"91-65",1,"up 1.5","Taillon","Hamels","","2:53","N",34570,"-",NA
"805",157,"Tuesday Sep 25","boxscore","CHC","","PIT","L",0,6,NA,"91-66",1,"up 0.5","Archer","Montgomery","","3:17","N",33443,"--",NA
"806",158,"Wednesday Sep 26","boxscore","CHC","","PIT","W-wo",7,6,10,"92-66",1,"up 0.5","Kintzler","Rodriguez","","3:42","N",32874,"+",NA
"807",159,"Thursday Sep 27","boxscore","CHC","","PIT","W",3,0,NA,"93-66",1,"up 1.0","Lester","Williams","Chavez","2:53","N",38415,"++",NA
"808",160,"Friday Sep 28","boxscore","CHC","","STL","W",8,4,NA,"94-66",1,"up 1.0","Hendricks","Wainwright","","3:07","D",39442,"+++",NA
"809",161,"Saturday Sep 29","boxscore","CHC","","STL","L",1,2,NA,"94-67",1,"Tied","Mikolas","Hamels","Martinez","2:25","D",40784,"-",NA
"810",162,"Sunday Sep 30","boxscore","CHC","","STL","W",10,5,NA,"95-67",1,"Tied","Webster","Flaherty","","3:44","D",39275,"+",NA
"811",163,"Monday Oct 1","boxscore","CHC","","MIL","L",1,3,NA,"95-68",2,"1.0","Knebel","Wilson","Hader","3:06","D",38450,"-",NA
"812",1,"Thursday Mar 29","boxscore","CHW","@","KCR","W",14,7,NA,"1-0",1,"up 0.5","Shields","Duffy","","3:26","D",36517,"+",NA
"813",2,"Saturday Mar 31","boxscore","CHW","@","KCR","W",4,3,NA,"2-0",1,"up 1.0","Farquhar","Maurer","Soria","2:54","N",17564,"++",NA
"814",3,"Monday Apr 2","boxscore","CHW","@","TOR","L",2,4,NA,"2-1",1,"up 0.5","Oh","Farquhar","Osuna","2:51","N",16629,"-",NA
"815",4,"Tuesday Apr 3","boxscore","CHW","@","TOR","L",5,14,NA,"2-2",1,"Tied","Happ","Gonzalez","","3:27","N",17451,"--",NA
"816",5,"Wednesday Apr 4","boxscore","CHW","@","TOR","W",4,3,NA,"3-2",1,"Tied","Jones","Tepera","Soria","2:56","N",17268,"+",NA
"817",6,"Thursday Apr 5","boxscore","CHW","","DET","L",7,9,10,"3-3",2,"1.0","Jimenez","Infante","Greene","4:03","D",33318,"-",NA
"818",7,"Saturday Apr 7","boxscore","CHW","","DET","L",1,6,NA,"3-4",2,"1.0","Fulmer","Giolito","","3:39","D",16625,"--",NA
"819",8,"Sunday Apr 8","boxscore","CHW","","DET","L",0,1,NA,"3-5",4,"1.5","Fiers","Lopez","Greene","2:38","D",11131,"---",NA
"820",9,"Monday Apr 9","boxscore","CHW","","TBR","L",4,5,NA,"3-6",5,"1.5","Archer","Gonzalez","Colome","3:47","D",10377,"----",NA
"821",10,"Tuesday Apr 10","boxscore","CHW","","TBR","L",5,6,NA,"3-7",5,"2.5","Snell","Fulmer","Colome","3:44","D",10069,"-----",NA
"822",11,"Wednesday Apr 11","boxscore","CHW","","TBR","W",2,1,NA,"4-7",3,"2.5","Rondon","Pruitt","Jones","3:02","D",10431,"+",NA
"823",12,"Thursday Apr 12","boxscore","CHW","@","MIN","L",0,4,NA,"4-8",3,"3.5","Berrios","Giolito","","2:55","N",15474,"-",NA
"824",13,"Monday Apr 16","boxscore","CHW","@","OAK","L",1,8,NA,"4-9",3,"4.0","Mengden","Lopez","","2:56","N",7479,"--",NA
"825",14,"Tuesday Apr 17","boxscore","CHW","@","OAK","L",2,10,NA,"4-10",4,"4.5","Cahill","Gonzalez","","2:56","N",46028,"---",NA
"826",15,"Wednesday Apr 18","boxscore","CHW","@","OAK","L-wo",11,12,14,"4-11",4,"5.0","Trivino","Shields","","5:48","D",13321,"----",NA
"827",16,"Friday Apr 20","boxscore","CHW","","HOU","L",0,10,NA,"4-12",4,"5.0","Verlander","Shields","","3:04","N",14211,"-----",NA
"828",17,"Saturday Apr 21","boxscore","CHW","","HOU","L",1,10,NA,"4-13",4,"5.5","Keuchel","Giolito","","3:13","N",23902,"------",NA
"829",18,"Sunday Apr 22","boxscore","CHW","","HOU","L",1,7,NA,"4-14",4,"6.5","McCullers","Bummer","","3:20","D",17167,"-------",NA
"830",19,"Monday Apr 23","boxscore","CHW","","SEA","W",10,4,NA,"5-14",4,"6.5","Fulmer","Leake","Beck","2:56","N",13614,"+",NA
"831",20,"Tuesday Apr 24","boxscore","CHW","","SEA","L",0,1,NA,"5-15",4,"6.5","Gonzales","Volstad","Diaz","2:52","D",10761,"-",NA
"832",21,"Wednesday Apr 25","boxscore","CHW","","SEA","L",3,4,NA,"5-16",4,"7.5","Hernandez","Shields","Diaz","2:57","D",11417,"--",NA
"833",22,"Thursday Apr 26","boxscore","CHW","@","KCR","W",6,3,NA,"6-16",4,"6.5","Giolito","Junis","Soria","3:08","N",18315,"+",NA
"834",23,"Friday Apr 27","boxscore","CHW","@","KCR","W",7,4,11,"7-16",4,"6.5","Infante","Hill","Soria","3:34","N",15395,"++",NA
"835",24,"Saturday Apr 28 (1)","boxscore","CHW","@","KCR","W",8,0,NA,"8-16",4,"6.0","Fulmer","Oaks","","2:49","D",16971,"+++",NA
"836",25,"Saturday Apr 28 (2)","boxscore","CHW","@","KCR","L",2,5,NA,"8-17",4,"6.0","Skoglund","Covey","Herrera","2:39","N",16070,"-",NA
"837",26,"Sunday Apr 29","boxscore","CHW","@","KCR","L",4,5,NA,"8-18",4,"6.0","McCarthy","Rondon","Boyer","3:19","D",23892,"--",NA
"838",27,"Tuesday May 1","boxscore","CHW","@","STL","L-wo",2,3,NA,"8-19",4,"6.5","Norris","Soria","","2:56","N",38800,"---",NA
"839",28,"Wednesday May 2","boxscore","CHW","@","STL","L",2,3,NA,"8-20",4,"7.5","Martinez","Giolito","Norris","2:37","D",37298,"----",NA
"840",29,"Thursday May 3","boxscore","CHW","","MIN","W-wo",6,5,NA,"9-20",4,"7.0","Jones","Reed","","2:54","N",13260,"+",NA
"841",30,"Friday May 4","boxscore","CHW","","MIN","L",4,6,NA,"9-21",4,"7.0","Berrios","Fulmer","Rodney","3:19","N",15935,"-",NA
"842",31,"Saturday May 5","boxscore","CHW","","MIN","L",4,8,NA,"9-22",4,"7.0","Lynn","Santiago","","3:23","N",23765,"--",NA
"843",32,"Sunday May 6","boxscore","CHW","","MIN","L",3,5,NA,"9-23",5,"7.0","Duke","Rondon","Rodney","2:56","D",17424,"---",NA
"844",33,"Tuesday May 8","boxscore","CHW","","PIT","L",6,10,NA,"9-24",5,"7.0","Glasnow","Volstad","","3:53","N",12871,"----",NA
"845",34,"Wednesday May 9","boxscore","CHW","","PIT","L",5,6,NA,"9-25",5,"8.0","Rodriguez","Jones","Vazquez","2:46","D",12476,"-----",NA
"846",35,"Friday May 11","boxscore","CHW","@","CHC","L",2,11,NA,"9-26",5,"8.0","Chatwood","Fulmer","","3:45","D",39585,"------",NA
"847",36,"Saturday May 12","boxscore","CHW","@","CHC","L",4,8,NA,"9-27",5,"9.0","Lester","Shields","Morrow","3:20","D",41099,"-------",NA
"848",37,"Sunday May 13","boxscore","CHW","@","CHC","W",5,3,NA,"10-27",5,"9.0","Giolito","Hendricks","Rondon","2:47","D",40537,"+",NA
"849",38,"Tuesday May 15","boxscore","CHW","@","PIT","L",0,7,NA,"10-28",5,"8.5","Williams","Lopez","","3:03","N",11847,"-",NA
"850",39,"Wednesday May 16","boxscore","CHW","@","PIT","L",2,3,NA,"10-29",5,"9.5","Santana","Soria","Vazquez","2:45","D",20286,"--",NA
"851",40,"Thursday May 17","boxscore","CHW","","TEX","W",4,2,NA,"11-29",5,"9.0","Avilan","Leclerc","Jones","2:54","N",17666,"+",NA
"852",41,"Friday May 18","boxscore","CHW","","TEX","L",5,12,NA,"11-30",5,"9.0","Chavez","Fulmer","","3:52","N",16373,"-",NA
"853",42,"Saturday May 19","boxscore","CHW","","TEX","W",5,3,NA,"12-30",5,"9.0","Giolito","Jurado","Jones","2:58","N",25611,"+",NA
"854",43,"Sunday May 20","boxscore","CHW","","TEX","W",3,0,NA,"13-30",4,"8.0","Lopez","Minor","Fry","2:28","D",16829,"++",NA
"855",44,"Monday May 21","boxscore","CHW","","BAL","L",2,3,NA,"13-31",4,"8.5","Cashner","Santiago","Brach","3:02","N",11628,"-",NA
"856",45,"Tuesday May 22","boxscore","CHW","","BAL","W",3,2,NA,"14-31",4,"8.5","Rondon","Givens","Jones","3:03","N",12590,"+",NA
"857",46,"Wednesday May 23","boxscore","CHW","","BAL","W",11,1,NA,"15-31",4,"8.5","Covey","Cobb","","2:54","N",17056,"++",NA
"858",47,"Thursday May 24","boxscore","CHW","","BAL","L",3,9,NA,"15-32",5,"8.5","Bundy","Giolito","","3:00","D",19147,"-",NA
"859",48,"Friday May 25","boxscore","CHW","@","DET","L",4,5,NA,"15-33",5,"8.5","Farmer","Rondon","Greene","2:51","N",24648,"--",NA
"860",49,"Saturday May 26","boxscore","CHW","@","DET","W",8,4,NA,"16-33",4,"8.5","Santiago","Liriano","","3:16","D",27032,"+",NA
"861",50,"Sunday May 27","boxscore","CHW","@","DET","L",2,3,NA,"16-34",5,"9.5","Hardy","Shields","Greene","2:17","D",23419,"-",NA
"862",51,"Monday May 28","boxscore","CHW","@","CLE","L",6,9,NA,"16-35",5,"10.5","Plutko","Volstad","","3:12","D",23729,"--",NA
"863",52,"Tuesday May 29","boxscore","CHW","@","CLE","L",3,7,NA,"16-36",5,"11.5","Clevinger","Giolito","","2:58","N",30441,"---",NA
"864",53,"Wednesday May 30","boxscore","CHW","@","CLE","L",1,9,NA,"16-37",5,"12.5","Kluber","Lopez","","3:09","D",17930,"----",NA
"865",54,"Friday Jun 1","boxscore","CHW","","MIL","W",8,3,NA,"17-37",5,"12.0","Avilan","Anderson","","3:00","N",20004,"+",NA
"866",55,"Saturday Jun 2","boxscore","CHW","","MIL","L",0,5,NA,"17-38",5,"12.0","Chacin","Shields","","2:52","D",29281,"-",NA
"867",56,"Sunday Jun 3","boxscore","CHW","","MIL","W",6,1,NA,"18-38",5,"11.0","Volstad","Suter","","2:53","D",25338,"+",NA
"868",57,"Tuesday Jun 5 (1)","boxscore","CHW","@","MIN","L",2,4,NA,"18-39",5,"11.5","Duffey","Jones","Rodney","2:37","D",NA,"-",NA
"869",58,"Tuesday Jun 5 (2)","boxscore","CHW","@","MIN","W",6,3,NA,"19-39",5,"11.5","Giolito","Littell","Soria","3:07","D",26261,"+",NA
"870",59,"Wednesday Jun 6","boxscore","CHW","@","MIN","W",5,2,NA,"20-39",4,"11.5","Santiago","Odorizzi","Soria","3:27","N",20393,"++",NA
"871",60,"Thursday Jun 7","boxscore","CHW","@","MIN","L",2,7,NA,"20-40",4,"12.0","Berrios","Shields","","2:14","D",21469,"-",NA
"872",61,"Friday Jun 8","boxscore","CHW","@","BOS","W",1,0,NA,"21-40",4,"12.0","Covey","Sale","Soria","2:24","N",36593,"+",NA
"873",62,"Saturday Jun 9","boxscore","CHW","@","BOS","L",2,4,NA,"21-41",4,"12.0","Price","Rodon","Kimbrel","2:48","D",36675,"-",NA
"874",63,"Sunday Jun 10","boxscore","CHW","@","BOS","W",5,2,NA,"22-41",4,"12.0","Lopez","Porcello","Soria","3:15","D",36998,"+",NA
"875",64,"Monday Jun 11","boxscore","CHW","","CLE","L",0,4,NA,"22-42",4,"13.0","Carrasco","Giolito","","2:59","N",13125,"-",NA
"876",65,"Tuesday Jun 12","boxscore","CHW","","CLE","W",5,1,NA,"23-42",4,"12.0","Shields","Plutko","Soria","2:57","N",12357,"+",NA
"877",66,"Wednesday Jun 13","boxscore","CHW","","CLE","W",3,2,NA,"24-42",4,"11.0","Covey","Bauer","Soria","2:31","N",19390,"++",NA
"878",67,"Thursday Jun 14","boxscore","CHW","","CLE","L",2,5,NA,"24-43",4,"12.0","Clevinger","Volstad","Allen","2:52","D",17183,"-",NA
"879",68,"Friday Jun 15","boxscore","CHW","","DET","L",3,4,NA,"24-44",4,"12.0","Farmer","Minaya","Greene","3:23","N",22813,"--",NA
"880",69,"Saturday Jun 16","boxscore","CHW","","DET","L",5,7,NA,"24-45",4,"12.0","Farmer","Fry","Greene","3:03","D",23195,"---",NA
"881",70,"Sunday Jun 17","boxscore","CHW","","DET","L",1,3,NA,"24-46",4,"13.0","Hardy","Shields","Jimenez","2:59","D",26746,"----",NA
"882",71,"Monday Jun 18","boxscore","CHW","@","CLE","L",2,6,NA,"24-47",4,"14.0","Bauer","Covey","","3:02","N",17271,"-----",NA
"883",72,"Tuesday Jun 19","boxscore","CHW","@","CLE","L",3,6,NA,"24-48",4,"15.0","Clevinger","Rodon","Allen","2:46","N",20394,"------",NA
"884",73,"Wednesday Jun 20","boxscore","CHW","@","CLE","L",0,12,NA,"24-49",4,"16.0","Kluber","Lopez","","3:06","D",23101,"-------",NA
"885",74,"Friday Jun 22 (1)","boxscore","CHW","","OAK","L",2,11,NA,"24-50",4,"16.5","Manaea","Shields","","3:04","D",NA,"--------",NA
"886",75,"Friday Jun 22 (2)","boxscore","CHW","","OAK","W",6,4,NA,"25-50",4,"16.5","Giolito","Bassitt","Soria","2:47","D",18323,"+",NA
"887",76,"Saturday Jun 23","boxscore","CHW","","OAK","L",6,7,NA,"25-51",4,"17.5","Trivino","Minaya","Treinen","3:28","D",20457,"-",NA
"888",77,"Sunday Jun 24","boxscore","CHW","","OAK","W",10,3,NA,"26-51",4,"17.5","Rodon","Blackburn","","2:42","D",21908,"+",NA
"889",78,"Tuesday Jun 26","boxscore","CHW","","MIN","W",8,4,NA,"27-51",4,"16.0","Lopez","Lynn","","3:16","N",16276,"++",NA
"890",79,"Wednesday Jun 27","boxscore","CHW","","MIN","W",6,1,NA,"28-51",4,"16.0","Shields","Gibson","","2:56","N",19466,"+++",NA
"891",80,"Thursday Jun 28","boxscore","CHW","","MIN","L",1,2,13,"28-52",4,"16.5","Busenitz","Santiago","","4:51","D",21610,"-",NA
"892",81,"Friday Jun 29","boxscore","CHW","@","TEX","L",3,11,NA,"28-53",4,"16.5","Gallardo","Covey","","2:47","N",28156,"--",NA
"893",82,"Saturday Jun 30","boxscore","CHW","@","TEX","L",4,13,NA,"28-54",4,"16.5","Colon","Rodon","","3:28","N",28138,"---",NA
"894",83,"Sunday Jul 1","boxscore","CHW","@","TEX","W",10,5,NA,"29-54",4,"16.5","Lopez","Hamels","Soria","3:16","D",22684,"+",NA
"895",84,"Monday Jul 2","boxscore","CHW","@","CIN","L",3,5,NA,"29-55",4,"17.5","Floro","Volstad","Iglesias","3:19","N",16727,"-",NA
"896",85,"Tuesday Jul 3","boxscore","CHW","@","CIN","W",12,8,12,"30-55",4,"17.5","Santiago","Stephens","","4:36","N",22742,"+",NA
"897",86,"Wednesday Jul 4","boxscore","CHW","@","CIN","L",4,7,NA,"30-56",4,"18.5","Romano","Covey","Hughes","3:22","N",24442,"-",NA
"898",87,"Thursday Jul 5","boxscore","CHW","@","HOU","L-wo",3,4,NA,"30-57",4,"19.0","Smith","Soria","","3:05","N",34955,"--",NA
"899",88,"Friday Jul 6","boxscore","CHW","@","HOU","L",4,11,NA,"30-58",4,"20.0","McCullers","Lopez","Peacock","2:55","N",38153,"---",NA
"900",89,"Saturday Jul 7","boxscore","CHW","@","HOU","L",6,12,NA,"30-59",4,"20.0","Morton","Shields","","3:19","D",39568,"----",NA
"901",90,"Sunday Jul 8","boxscore","CHW","@","HOU","L",1,2,NA,"30-60",4,"20.0","Keuchel","Giolito","Rondon","2:28","D",41654,"-----",NA
"902",91,"Tuesday Jul 10","boxscore","CHW","","STL","L",2,14,NA,"30-61",4,"19.5","Mikolas","Covey","","3:10","N",23245,"------",NA
"903",92,"Wednesday Jul 11","boxscore","CHW","","STL","W",4,0,NA,"31-61",4,"19.5","Rodon","Weaver","Soria","2:46","N",26319,"+",NA
"904",93,"Friday Jul 13","boxscore","CHW","","KCR","W",9,6,NA,"32-61",4,"19.0","Shields","Keller","Soria","3:34","N",19361,"++",NA
"905",94,"Saturday Jul 14","boxscore","CHW","","KCR","L",0,5,NA,"32-62",4,"19.0","Duffy","Lopez","","2:47","D",20159,"-",NA
"906",95,"Sunday Jul 15","boxscore","CHW","","KCR","W",10,1,NA,"33-62",4,"19.0","Giolito","Smith","","2:39","D",23434,"+",NA
"907",96,"Friday Jul 20","boxscore","CHW","@","SEA","L",1,3,NA,"33-63",4,"20.0","LeBlanc","Shields","Diaz","2:37","N",43331,"-",NA
"908",97,"Saturday Jul 21","boxscore","CHW","@","SEA","W",5,0,NA,"34-63",4,"20.0","Covey","Hernandez","","2:28","N",38186,"+",NA
"909",98,"Sunday Jul 22","boxscore","CHW","@","SEA","L",2,8,NA,"34-64",4,"20.0","Gonzales","Lopez","","2:53","D",38207,"-",NA
"910",99,"Monday Jul 23","boxscore","CHW","@","LAA","W",5,3,NA,"35-64",4,"19.0","Giolito","Barria","Soria","3:36","N",35285,"+",NA
"911",100,"Tuesday Jul 24","boxscore","CHW","@","LAA","W",4,2,NA,"36-64",4,"18.0","Rodon","Pena","Soria","2:58","N",33937,"++",NA
